n,mean,increment,support_end,dominance_active_count,monotone_active_count,active_signature,signature_changed,tail_l1_move,solver_method,max_constraint_violation,d2_l1,d3_l1,d4_l1,d4_l2sq,tail_entropy,second_moment,third_moment
526,6.315778739712088,0.0020464973155887023,32,127,97,449971037d428e23232f,True,0.003076300468725016,highs,3.308722450212111e-24,0.3817361303025627,0.25185626798317323,0.20663624676629838,0.007347042041412236,3.999766389476598,44.985179279683805,356.3644930888906
527,6.3178907134656574,0.002111973753567753,32,127,97,449971037d428e23232f,False,0.002897292715574493,highs,1.3877787807814457e-17,0.3820056230155846,0.2549869626909572,0.21243478301143331,0.007630779718055761,4.000894237321614,45.01519583351468,356.75320026787716
528,6.320060450133941,0.002169736668284017,32,126,97,29b05d0789c788b9b82d,True,0.002771627885004662,highs,1.1102230246251565e-16,0.3823144780016301,0.2577502827438711,0.21765461174952144,0.007915410510944276,4.002194367092406,45.04642295779304,357.1609066424696
529,6.32228195688482,0.0022215067508790654,33,126,97,c623e1a121418fae264c,True,0.002783392506285043,highs,1.1102230246251565e-16,0.3826855313866235,0.2601640165634467,0.22233482428702514,0.008202879747315369,4.003635892853163,45.07867181969485,357.58319096993296
530,6.324550574668723,0.0022686177839004174,34,127,97,ee1040487918d0ac753e,True,0.0027949338444714917,highs,1.734723475976807e-18,0.38321464112448445,0.26237385955305725,0.22654321926483492,0.008479777717207383,4.005202737559172,45.111866756962485,358.01952346672226
531,6.326861921537637,0.002311346868913766,33,128,95,de0d0838b56b7ebafea5,True,0.0028106788177509725,highs,2.47213017536558e-11,0.3837439389352457,0.2643685920351877,0.23040418830015086,0.008752940205277253,4.00687207272598,45.14588972013971,358.46781691984046
532,6.329212220258995,0.0023502987213586124,33,128,95,de0d0838b56b7ebafea5,False,0.0028226740907859116,highs,1.3877787807814457e-17,0.38427321760613686,0.26616888395048083,0.23391676444445375,0.00902356076372746,4.008624629184657,45.180639273551286,358.9261883963547
533,6.331598327083808,0.0023861068248116624,33,128,95,de0d0838b56b7ebafea5,False,0.002828577088584896,highs,1.1102230246251565e-16,0.3847909305863487,0.2678081234237435,0.23714015316728,0.00929121343734275,4.01044478408382,45.21603467506121,359.3931838361577
534,6.334017607738549,0.00241928065474184,33,128,95,de0d0838b56b7ebafea5,False,0.0028303094142471037,highs,3.3067334287264363e-11,0.38529612612321096,0.2693817114506505,0.2401216121660764,0.009556393490242697,4.0123192144809945,45.252007584943065,359.8675637666819
535,6.336467843256817,0.0024502355182685065,34,128,95,de0d0838b56b7ebafea5,False,0.0028283927371174607,highs,1.3877787807814457e-17,0.3857878768107814,0.2708459963141907,0.24289973256824074,0.009819568646801762,4.014236890927551,45.288500905359996,360.3482976816407
536,6.3389471571046485,0.0024793138478322874,34,128,95,de0d0838b56b7ebafea5,False,0.0028233328815376775,highs,8.673617379884035e-19,0.3862655551693497,0.2721964563749326,0.24550637785697232,0.010081125680134539,4.016188774016391,45.32546697702842,360.834532170426
537,6.3414539532906655,0.0025067961860187893,34,128,95,de0d0838b56b7ebafea5,False,0.0028156300938480573,highs,1.3877787807814457e-17,0.38672861163025285,0.2734490884621045,0.24796753900137342,0.010341368354881255,4.018167514992106,45.362865950773994,361.32556138170105
538,6.343986864785839,0.0025329114951722076,34,128,95,de0d0838b56b7ebafea5,False,0.0028057203862143338,highs,1.3877787807814457e-17,0.38717657597018396,0.274624353741448,0.2503043490661663,0.010600498501629434,4.020167194253467,45.40066445782963,361.820802960955
539,6.3465447104634825,0.002557845677642945,34,128,95,de0d0838b56b7ebafea5,False,0.0027939869176121027,highs,6.924402293216135e-13,0.3876090663488443,0.27574686394999,0.2525348164192585,0.010858616220619293,4.02218308600298,45.43883447261535,362.3197771297147
540,6.3491264592999626,0.0025817488364809904,34,128,95,de0d0838b56b7ebafea5,False,0.002780763494093061,highs,1.3056185171445919e-12,0.3880257804674784,0.27686054676392485,0.25467496512092314,0.011115725922629657,4.024211452983091,45.47735235795527,362.8220890248798
541,6.351731200693719,0.002604741393756882,34,128,95,de0d0838b56b7ebafea5,False,0.0027663330841661473,highs,1.9627020876111525e-12,0.388426489410377,0.27791175608096635,0.2567322303335752,0.011371747150180234,4.026249369142526,45.516198062907264,363.3274137433448
542,6.354358119942363,0.0026269192486427784,34,128,95,de0d0838b56b7ebafea5,False,0.002750935916204564,highs,2.7290049776255406e-12,0.3888110311299025,0.278906671191804,0.2587154291918941,0.011626527534741228,4.0282945682435845,45.55535445129886,363.83548373215393
543,6.357006478062745,0.0026483581203819995,34,128,95,de0d0838b56b7ebafea5,False,0.0027347781010413673,highs,3.5740258594496365e-12,0.38917930395525,0.2798504446619374,0.2606314765967193,0.01187985633965856,4.030345315825378,45.594806741533844,364.3460781914672
544,6.359675595260353,0.0026691171976098715,34,128,95,de0d0838b56b7ebafea5,False,0.0027180336704385813,highs,4.444773445139759e-12,0.3895312603481097,0.2807463503431741,0.26248577831984404,0.01213147759018418,4.032400301797305,45.63454204084766,364.859014197854
545,6.362364837457883,0.002689242197530639,34,128,95,de0d0838b56b7ebafea5,False,0.0027204699712604615,highs,5.294298142521683e-12,0.38986690102702176,0.28159762801864563,0.26431118604513437,0.012381102191278854,4.034458550992094,45.674548959515505,365.37413929299845
546,6.365073605381603,0.0027087679237212114,34,128,95,de0d0838b56b7ebafea5,False,0.0027359046825006874,highs,6.089566610870165e-12,0.39018626951626,0.28240691581488186,0.26608008637311714,0.01262841871866066,4.036519349175254,45.71481729256075,365.89132531682355
547,6.367801325780137,0.0027277203985338616,34,128,95,de0d0838b56b7ebafea5,False,0.0027510391507413,highs,6.811095409738313e-12,0.3904894471369436,0.2831763573073546,0.2678424982752275,0.01287310276041249,4.038582182235256,45.75533775830177,366.4104632944625
548,6.370547444415483,0.002746118635347905,34,128,95,de0d0838b56b7ebafea5,False,0.0027658719739395146,highs,7.450025075500205e-12,0.39077654843566684,0.28390769157896606,0.26955237505338936,0.013114824810904011,4.040646686529677,45.79610178463568,366.9314592134147
549,6.373311420521923,0.0027639761064408574,34,128,95,de0d0838b56b7ebafea5,False,0.0027803986467406904,highs,8.004938684439992e-12,0.39104771703354047,0.2846023286087269,0.2712097749889898,0.013353256794462583,4.042712608614842,45.83710133531082,367.45423055083177
550,6.376092722476148,0.002781301954226656,34,128,95,de0d0838b56b7ebafea5,False,0.0027954252936770877,highs,8.479202912135368e-12,0.3913031218718108,0.285261412191292,0.2728155797025793,0.013588077338522783,4.044779772825262,45.87832876960771,367.97870343143506
551,6.37889082446274,0.00279810198659014,34,128,95,de0d0838b56b7ebafea5,False,0.0028101227873021314,highs,8.878981876000049e-12,0.39154295382725546,0.28588587228867723,0.27437148595584504,0.01381897593543663,4.046848055389167,45.91977672985331,368.5048103143626
552,6.38170520395368,0.0028143794909372133,34,128,95,de0d0838b56b7ebafea5,False,0.0028244022956261175,highs,9.211848920702758e-12,0.3917674226695706,0.28647646844998975,0.2758776109843869,0.014045656136972244,4.048917363962743,45.961438052054866,369.03248812258465
553,6.3845353398501725,0.0028301358964899492,34,128,95,de0d0838b56b7ebafea5,False,0.002838253381415083,highs,9.485864172330067e-12,0.3919767543334157,0.2870338257009343,0.27733315905720135,0.014267837920997334,4.050987621638885,46.00330569567626,369.5616767417041
554,6.387380711159882,0.0028453713097098543,34,128,95,de0d0838b56b7ebafea5,False,0.002851674733351921,highs,9.708991165713955e-12,0.39217118847885474,0.28755846410008695,0.2787382205515122,0.014485259360126672,4.053058754636694,46.04537268920795,370.0923178262376
555,6.390240796103947,0.0028600849440652,34,128,95,de0d0838b56b7ebafea5,False,0.0028646636737995087,highs,9.88875000335814e-12,0.39235097631547255,0.2880508229818839,0.28009280640039697,0.014697677709583268,4.055130683007215,46.08763208871616,370.62435386111446
556,6.3931150715658225,0.0028742754618766853,34,128,95,de0d0838b56b7ebafea5,False,0.002877216632413683,highs,1.0032030273810275e-11,0.3925163786672179,0.28851128075265253,0.2813968787473765,0.014904870017941576,4.057203313801846,46.13007694701119,371.15772743434013
557,6.396003012809181,0.0028879412433591156,34,128,95,de0d0838b56b7ebafea5,False,0.0028894082379245963,highs,1.0145008713567807e-11,0.39266766425681227,0.28894017097477165,0.2826503751333109,0.015106633350981205,4.059276536243386,46.1727002914595,371.6923806837651
558,6.398904093404565,0.002901080595385075,34,128,95,de0d0838b56b7ebafea5,False,0.002902503730826568,highs,1.0233133298302776e-11,0.3928051081903919,0.289337795360716,0.28385322734380747,0.015302784706087666,4.061350218519469,46.21549510879008,372.2282548868331
559,6.401817785315224,0.0029136919106598214,34,128,95,de0d0838b56b7ebafea5,False,0.002915077974117087,highs,1.0301147662576016e-11,0.392928990624809,0.28970443420281483,0.28500537586530467,0.015493160682936265,4.063424205884804,46.25845433552084,372.7652901672186
560,6.404743559101305,0.00292577378608172,34,128,95,de0d0838b56b7ebafea5,False,0.0029271300640437477,highs,1.035313839259686e-11,0.39303959560184687,0.29004035468248907,0.2861067807438568,0.015677616965569362,4.065498319814938,46.30157085286348,373.3034252965383
561,6.407680884209047,0.002937325107741806,34,128,95,de0d0838b56b7ebafea5,False,0.002938659446694801,highs,1.0392593764157431e-11,0.3931372100350964,0.29034581743269633,0.28715742951112566,0.01585602766192955,4.067572358001483,46.34483748516064,373.8425975729217
562,6.41062922931771,0.0029483451086607104,34,128,95,de0d0838b56b7ebafea5,False,0.0029496659911045515,highs,1.0422466607357872e-11,0.39322212283692315,0.2906210816685797,0.28815734273188076,0.01602828453870636,4.0696460950182285,46.38824700107402,374.3827427612883
563,6.413588062722107,0.0029588334043983977,34,128,95,de0d0838b56b7ebafea5,False,0.0029601500410479805,highs,1.0445236773740961e-11,0.3932946241744418,0.290866409151194,0.28910657763450714,0.01619429618246436,4.071719283520544,46.43179211688076,374.9237950827521
564,6.416556852732849,0.002968790010740463,34,128,95,de0d0838b56b7ebafea5,False,0.0029701124501227078,highs,1.0462970541124642e-11,0.3933550048448025,0.2910820672070651,0.290005230208075,0.016353987112176067,4.073791655868279,46.4754655013512,375.4656872427554
565,6.41953506807973,0.0029782153468822514,34,128,95,de0d0838b56b7ebafea5,False,0.002979554603922914,highs,1.0477375503913533e-11,0.3934035557614788,0.29126833099083604,0.290853436083477,0.01650729686327388,4.0758629260855805,46.5192597817789,376.0083504893647
566,6.422522178306718,0.0029871102269893868,34,128,95,de0d0838b56b7ebafea5,False,0.002988478432507045,highs,1.0489850301951747e-11,0.3934405675445854,0.2914254851482585,0.29165137046050593,0.01665417905909021,4.077932792090521,46.56316755081448,376.55171469471134
567,6.425517654149073,0.0029954758423569317,34,128,95,de0d0838b56b7ebafea5,False,0.0029968864158344813,highs,1.0501529026463175e-11,0.3934663302095762,0.29155382501273613,0.29239924729732225,0.01679460048199597,4.080000938143742,46.60718137382389,377.0957084538681
568,6.428520967885125,0.0030033137360510054,34,128,95,de0d0838b56b7ebafea5,False,0.0030047815845103067,highs,1.0513320447418596e-11,0.39348113294969955,0.2916536574462381,0.2930973179385845,0.01692854015389845,4.0820670374796,46.65129379654737,377.6402591965372
569,6.431531593656564,0.003010625771437958,34,128,95,de0d0838b56b7ebafea5,False,0.0030121675176876,highs,1.0525942382095248e-11,0.39348526400925576,0.29172530142024206,0.293745869326855,0.01705598843275939,4.084130755094684,46.695497352883514,378.18529330787175
570,6.43454900775226,0.003017414095698001,34,128,95,de0d0838b56b7ebafea5,False,0.003019048339861522,highs,1.0539951602277869e-11,0.3934790106454153,0.29176908841639715,0.29434522191455914,0.017176946130426692,4.086191750679236,46.73978457266152,378.73073625551217
571,6.437572688851481,0.003023681099222131,34,128,95,de0d0838b56b7ebafea5,False,0.003025428717950681,highs,1.0555769737048254e-11,0.3934626591780943,0.29187994351522073,0.2948957273708105,0.01729142365480104,4.088249681685616,46.784147989297836,379.2765127205982
572,6.44060211822286,0.003029429371381731,34,128,95,de0d0838b56b7ebafea5,False,0.0030313138599617016,highs,1.0573705580233836e-11,0.3934364951283096,0.2920316385130331,0.29539776615885965,0.01739944017840225,4.090304206535999,46.8285801472601,379.82254673106047
573,6.443636779875968,0.003034661653108728,34,128,95,de0d0838b56b7ebafea5,False,0.0030367095163824714,highs,1.0593974265281313e-11,0.39340080344700956,0.2921531512971469,0.29585174504429723,0.017501022833926728,4.092354987978374,46.87307360928416,380.3687617959852
574,6.44667616066241,0.0030393807864408373,34,128,95,de0d0838b56b7ebafea5,False,0.003041621985372806,highs,1.061671365529307e-11,0.3933558688376192,0.29224496404454947,0.2962580945807506,0.01759620593666245,4.094401696606694,46.917620963308266,380.9150810402407
575,6.449719750323434,0.003043589661025692,34,128,95,de0d0838b56b7ebafea5,False,0.003046058122766186,highs,1.0641998341927454e-11,0.3933019761771598,0.29230757431416166,0.2966172666095207,0.01768503023259579,4.096444014566867,46.96221482910421,381.4614273389159
576,6.452767041480917,0.0030472911574834782,34,128,95,de0d0838b56b7ebafea5,False,0.003050025357893809,highs,1.0669851543424121e-11,0.3932394110422731,0.2923414958765695,0.2969297318004732,0.017767542170545297,4.09848163947643,47.006847864598136,382.0077234514215
577,6.455817529568186,0.003050488087273706,34,128,95,de0d0838b56b7ebafea5,False,0.003053531716213367,highs,1.0700255208351491e-11,0.3931684603484438,0.29234725977541187,0.2971959772539913,0.017843793195800036,4.100514288591329,47.05151277188445,382.5538921553846
578,6.458870712696907,0.00305318312871794,34,128,95,de0d0838b56b7ebafea5,False,0.0030565858498355167,highs,1.0733158554801875e-11,0.3930894131122562,0.2923254156648309,0.2974165041784592,0.01791383906263471,4.102541703259271,47.096202302945585,383.0998563807009
579,6.461926091455385,0.0030553787584777226,34,128,95,de0d0838b56b7ebafea5,False,0.003059197077027094,highs,1.076848528187644e-11,0.3930025613491043,0.2922765334698014,0.2975918256515779,0.017977739162020032,4.1045636537050445,47.140909265098,383.6455393443546
580,6.464983168633263,0.003057077177880174,34,128,95,de0d0838b56b7ebafea5,False,0.00306137543194868,highs,1.0806139626100786e-11,0.392908201120674,0.292201205418854,0.2977224644708357,0.018035555860947676,4.106579944199663,47.18562652619178,384.1908646868118
581,6.468041467704921,0.0030582990716574443,35,126,98,45c01dc56c792ff1dd72,True,0.0030632891826938764,highs,3.469446951953614e-18,0.39280674714873753,0.2921004726757618,0.2978084375145599,0.01808696658023957,4.1085909614899565,47.230348952263064,384.73583613888513
582,6.471100475992416,0.0030590082874946134,35,125,98,d06c5a4211ee449d3ab1,True,0.0030646249250823997,highs,5.899971610578228e-12,0.3926981967857992,0.29197313901302974,0.2978478530912134,0.01813251301630632,4.110596417937476,47.27506872388656,385.280357233875
583,6.474159662075867,0.0030591860834512374,35,125,98,d06c5a4211ee449d3ab1,False,0.003065505842205845,highs,5.24441920940287e-12,0.39258295064511833,0.2918198718950912,0.2978432825553999,0.018172604529663815,4.112595737772902,47.319776753891006,385.8242845339357
584,6.477218537232304,0.0030588751564337713,35,125,98,d06c5a4211ee449d3ab1,False,0.0030659973329762173,highs,4.66170596391366e-12,0.3924614758510324,0.2916426383938222,0.29779641076324403,0.01820696318505335,4.114588949074241,47.36446637475856,386.36754720949716
585,6.480276619254674,0.0030580820223704563,34,126,98,ff961a7a2d90b30a24ae,True,0.003066124098422468,highs,1.8646823855654647e-11,0.3923341036163098,0.29144261446099723,0.29770835626859105,0.01823564399553198,4.116576156132838,47.40913106126689,386.9100770703046
586,6.483333425041686,0.0030568057870121734,34,126,98,ff961a7a2d90b30a24ae,False,0.003065923262598585,highs,1.1102230246251565e-16,0.3922011830787959,0.2912208126124649,0.2975799677171959,0.018258703515577904,4.118557512573435,47.45376433286352,387.451803531304
587,6.486388470498853,0.0030550454571676156,34,126,98,ff961a7a2d90b30a24ae,False,0.003065410505777316,highs,2.220446049250313e-16,0.39206309049354193,0.2909782122285815,0.2974118963767747,0.018276182555329226,4.120533281778533,47.498359884362934,387.9926601493462
588,6.489441268815001,0.003052798316148575,34,126,98,ff961a7a2d90b30a24ae,False,0.003064626364436036,highs,1.6543612251060553e-24,0.39192022118568237,0.2907157544924749,0.2972046920328685,0.018288129620056253,4.122503844862597,47.542911574802105,388.5325853117973
589,6.492491327475835,0.0030500586608352975,35,126,98,ff961a7a2d90b30a24ae,False,0.0030635836059397887,highs,4.107355732570221e-11,0.3917729853665181,0.29043441051730456,0.2969592003087938,0.018294592774990383,4.124469693597304,47.58741336194828,389.07151967890667
590,6.495538146219163,0.0030468187433250193,35,126,98,ff961a7a2d90b30a24ae,False,0.003062286497649503,highs,2.7755575615628914e-17,0.39162182871186335,0.29013520115421265,0.2966767899127287,0.01829561687795974,4.1264314411240814,47.631859296978966,389.6094062514889
591,6.498581214405351,0.003043068186188158,35,126,97,122106418e54e7a7b6e3,True,0.003060760481259659,highs,2.7755575615628914e-17,0.39146723415218593,0.2898192241341084,0.296356520098502,0.01829124360045686,4.128389824310451,47.67624348554944,390.1461886389475
592,6.5016200107479865,0.003038796342635486,35,125,99,a36cd7fee001a0de6a62,True,0.003059034042507984,highs,1.1102230246251565e-16,0.3913096766646574,0.2894875983118308,0.295998720870283,0.018281510537703907,4.130345763555655,47.720560193686055,390.68181558733403
593,6.504654017183482,0.003034006435496117,35,125,96,28447942821610ea3fa5,True,0.003057022236834732,highs,1.3775836025865631e-11,0.39114940716317803,0.2891408291953242,0.2956030728480306,0.01826644304939193,4.132300720219391,47.7648044517117,391.2162533410417
594,6.507682664638895,0.0030286474554142018,35,125,96,28447942821610ea3fa5,False,0.0030548826614365723,highs,2.5845631560529906e-11,0.39098743758237064,0.2887814244772783,0.295170598486137,0.01824607776853349,4.134255515526848,47.80896995773885,391.7494299788832
595,6.51070537715787,0.0030227125189741244,35,125,96,28447942821610ea3fa5,False,0.003052695404786151,highs,2.949683054685398e-11,0.3908243783068717,0.2884109302306995,0.2947016946740703,0.018220439511515408,4.136211615331098,47.8530510966881,392.28129653221686
596,6.513721556821197,0.0030161796633292326,35,126,96,d3d73263e4016c37e109,True,0.003050445697486089,highs,3.081476241713027e-11,0.39066096345292906,0.28803107570228004,0.294196536435138,0.018189492552688334,4.138170766372367,47.89704256072591,392.81181465543966
597,6.516730577556395,0.0030090207351980425,35,126,95,acc04cb51dce8d3a5da0,True,0.0030481818365298823,highs,2.9614996015453676e-11,0.3904979929702508,0.2876437639790996,0.2936553912026615,0.018153252005536448,4.1401349594248735,47.94093910913607,393.3409484808629
598,6.519731781225754,0.0030012036693616295,35,126,95,acc04cb51dce8d3a5da0,False,0.0030459600923029135,highs,2.968407954569056e-11,0.39033637732919646,0.28725118630421614,0.29307854133625955,0.018111704658992686,4.14210648815886,47.984735659962794,393.86866757543714
599,6.522724471725674,0.0029926904999220127,35,126,95,acc04cb51dce8d3a5da0,False,0.0030438400395303333,highs,3.484225613772104e-11,0.3901771286635318,0.28685582422735345,0.2924662416841547,0.018064819323038103,4.1440879691709975,48.02842725043705,394.3949449810351
600,6.525707910122531,0.0029834383968569966,35,126,95,acc04cb51dce8d3a5da0,False,0.0030418946430151917,highs,3.3496022149622244e-11,0.390021380329875,0.2864605006210413,0.2918187686122041,0.018012548696827564,4.146082402733314,48.072009117726765,394.919760915028
601,6.528681307905889,0.0029733977833563685,35,126,95,acc04cb51dce8d3a5da0,False,0.0030402046666193087,highs,3.10986278800628e-11,0.3898704056217016,0.2860686767929822,0.29113638144060483,0.01795482820915056,4.14809321753142,48.115476719569756,395.443103651472
602,6.53164381924697,0.0029625113410780557,35,126,95,acc04cb51dce8d3a5da0,False,0.003038862033325288,highs,2.914631299520011e-11,0.38972563575075386,0.28568408350355745,0.29041931666373505,0.017891574770916716,4.150124320684091,48.158825758286284,395.9649706260344
603,6.534594532133161,0.002950712886192086,35,126,95,acc04cb51dce8d3a5da0,False,0.0030379707566817967,highs,2.7861677723198038e-11,0.389588683017672,0.28531038953614984,0.28966778248135955,0.017822685787339834,4.152180153142872,48.202052207489,396.4853696770774
604,6.537532458227979,0.002937926094818799,35,126,95,acc04cb51dce8d3a5da0,False,0.0030376492953103594,highs,2.710542265754689e-11,0.3894613672581052,0.2849522154847729,0.28888195349396095,0.01774803851011609,4.154265751001247,48.24515234229687,397.00432045711136
605,6.5404565212802925,0.0029240630523146294,35,126,95,acc04cb51dce8d3a5da0,False,0.0030443573321921125,highs,2.6686589494002862e-11,0.3893457460479929,0.28461479793050104,0.28806196529261724,0.017667489942069507,4.156386813233215,48.288122773744114,397.52185604460806
606,6.543365543879059,0.002909022598765354,35,126,95,acc04cb51dce8d3a5da0,False,0.0030568965753180995,highs,2.6452418427652696e-11,0.3892441492051242,0.2843040776436463,0.2872079086964414,0.017580877589312767,4.158549776378288,48.330960488064996,398.03802478665267
607,6.546258232318957,0.0028926884398980945,35,126,95,acc04cb51dce8d3a5da0,False,0.0030720105570990665,highs,2.6301046823067197e-11,0.3891592182021295,0.28402680054348417,0.28647350369411184,0.017488021454581414,4.160761896675427,48.37366289158245,398.5528924057278
608,6.549133159308114,0.002874926989156812,35,126,95,acc04cb51dce8d3a5da0,False,0.003090119672301159,highs,2.6171790368910647e-11,0.3890939511942154,0.28379063317445347,0.28604198013143645,0.017388727799045697,4.163031340115932,48.41622786200884,399.0665444080546
609,6.55198874421021,0.00285558490209592,35,126,95,acc04cb51dce8d3a5da0,False,0.0031117036639413294,highs,2.6032190250454415e-11,0.38905175516641377,0.2836042947353874,0.28564352692689904,0.01728279537882619,4.165367280826747,48.45865380707384,399.5790888360709
610,6.554823230469261,0.0028344862590499176,35,126,95,acc04cb51dce8d3a5da0,False,0.0031373101082614245,highs,2.5867407543942564e-11,0.38903650295186765,0.2834777080061491,0.28528763600182194,0.01717002510043157,4.167780008100936,48.5009397315237,400.09065941373257
611,6.5576346598149975,0.0028114293457353057,35,126,95,acc04cb51dce8d3a5da0,False,0.003167564112024428,highs,2.5672815480859325e-11,0.38905260148827236,0.2834221725925653,0.2849850916451266,0.017050234354471113,4.170281042247664,48.54308531368771,400.60141914039434
612,6.560420842789437,0.002786182974440443,35,126,95,acc04cb51dce8d3a5da0,False,0.0032031793953983395,highs,2.5449246778766472e-11,0.38910506888314234,0.28345056009962694,0.2847481556861501,0.016923277702578447,4.1728832592230125,48.58509099298199,401.1115643971274
613,6.563179325069668,0.0027584822802309006,35,126,95,acc04cb51dce8d3a5da0,False,0.0032449709585666503,highs,2.5200124117259697e-11,0.3891996217798003,0.28357754113252476,0.2845907792635967,0.016789076140720338,4.175601023704331,48.626958069920256,401.6213296385861
614,6.565907348986815,0.0027280239171485476,35,126,95,acc04cb51dce8d3a5da0,False,0.003293869558340012,highs,2.492982227312219e-11,0.38934277558161656,0.2838198427196016,0.28452884490941377,0.01664765788289354,4.178450329856725,48.66868882042847,402.1309927540875
615,6.568601809555642,0.0026944605688266066,35,126,95,acc04cb51dce8d3a5da0,False,0.0033509382534482463,highs,2.4642793351726665e-11,0.389541958983906,0.2841965425256376,0.28458044327727267,0.016499214556765493,4.181448948476267,48.710286626519206,402.6408811936084
616,6.571259204231158,0.0026573946755137356,35,126,95,acc04cb51dce8d3a5da0,False,0.0034173913140436475,highs,2.434314392707428e-11,0.3898056448576196,0.28472940533738433,0.28476618946387966,0.016344177947196375,4.184616578435989,48.7517561256773,403.1513789681388
617,6.5738755754967215,0.0026163712655637994,35,126,95,acc04cb51dce8d3a5da0,False,0.0034946158331555623,highs,2.4034467670288536e-11,0.3901434998209713,0.28544326763940836,0.2851095845765779,0.016183324056556217,4.187974999350852,48.793103381644386,403.6629346495048
618,6.576446445260247,0.0025708697635256073,35,126,95,acc04cb51dce8d3a5da0,False,0.0035841964396185685,highs,2.3719814219023732e-11,0.39056655516893535,0.28636647714979413,0.28563742900837374,0.01601791339212858,4.191548221045235,48.83433607967491,404.1760705126777
619,6.578966739888715,0.0025202946284661465,35,126,95,acc04cb51dce8d3a5da0,False,0.0036879434891320274,highs,2.340172453858384e-11,0.39108740221186766,0.2875313951654309,0.2863802948029407,0.01584987919814779,4.1953626236591886,48.87546374977451,404.6913929840231
620,6.581463532811339,0.002496792922623392,35,126,95,74a1b1d3ac4fe8e57e61,True,0.003745639918207738,highs,2.330915714089315e-11,0.39185341393045103,0.29000559015446825,0.2876218875418618,0.015568904383786674,4.199346669902427,48.91703875160235,405.2222013432891
621,6.583995397771126,0.002531864959786745,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004086028743704716,highs,2.1538126451142963e-11,0.3928554502709932,0.29445271934940587,0.29084579820754847,0.015383587259004338,4.2033437405849225,48.95979056073345,405.7813550915314
622,6.586590122115805,0.0025947243446751145,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004087211579104277,highs,2.367770965122043e-11,0.39379588257513276,0.29928976890283704,0.2968277657031099,0.015693124137065223,4.2073202806894985,49.003658334702806,406.35851010522737
623,6.589267752657969,0.0026776305421627455,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004269902687325818,highs,2.647978357821285e-11,0.3947278844251524,0.3041841984222685,0.3042242793983404,0.01633106348771057,4.211301740395651,49.04885569832548,406.9538450629044
624,6.592041518074776,0.0027737654168067394,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004468204805118882,highs,1.2044002057022537e-11,0.3956293680390658,0.30895340024383067,0.31254322114885735,0.01720762157868212,4.215304452365772,49.09551802432844,407.56735941135685
625,6.594918863375757,0.0028773453009778294,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004590393526585326,highs,2.0968446514133e-11,0.39647412940694515,0.31347383412939933,0.3213449477604312,0.018259532810359577,4.219334537764542,49.14370127187191,408.1983936150675
626,6.597902750673589,0.0029838872978293907,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004675527320623839,highs,3.647322643738296e-11,0.39724191465643843,0.3176638102653188,0.3302732079988724,0.019436426081944323,4.223394069921334,49.193408458225385,408.84605930951443
627,6.600992666915138,0.003089916241552082,35,126,95,74a1b1d3ac4fe8e57e61,False,0.0046922975002462244,highs,1.3605678984388451e-11,0.39791747960140644,0.32146686698828736,0.33905082525192787,0.02069711905863838,4.227482046425175,49.244599297149776,409.50920307490446
628,6.604185472043256,0.0031928051281200354,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004657023582608277,highs,1.4803871426123884e-11,0.39849059872402665,0.3248456048862474,0.3474682122990619,0.022006074019111616,4.23159529463059,49.29720094626025,410.1864646115885
629,6.607476092825183,0.0032906207819278777,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004582595287902377,highs,2.088089718389797e-11,0.3989552111796417,0.32777757435874627,0.3553716912645025,0.023332059157402555,4.235729046614464,49.35111691454233,410.8763374090478
630,6.61085807892576,0.0033819861005772722,35,126,95,74a1b1d3ac4fe8e57e61,False,0.00447916552568222,highs,2.2654799568714283e-11,0.39930854186361375,0.33025212366462553,0.36265282748119726,0.024647664116084277,4.239877345127531,49.40623426930886,411.57722244476656
631,6.6143240429235055,0.003465963997745014,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004376732809653068,highs,2.14731929086864e-11,0.39955033409349616,0.33226782251271325,0.36923919894408497,0.02592914737680092,4.244033367401416,49.46242939631503,412.28747362417243
632,6.617866004458904,0.00354196153539732,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004436284343323187,highs,1.9785881821315395e-11,0.39968221480376276,0.3338303078534511,0.37508665686529485,0.027156376731209967,4.248189688610187,49.51957250634145,413.0054337260643
633,6.621475656612021,0.003609652153118148,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004486507447569587,highs,1.873401102628345e-11,0.39970718963073004,0.33495050643691837,0.38017297396881217,0.028312741048657275,4.252338499279962,49.57753111062402,413.72946189340087
634,6.6251445698737,0.0036689132616798403,35,126,95,74a1b1d3ac4fe8e57e61,False,0.004527634506450828,highs,1.83688132815998e-11,0.39962924763476393,0.3356431925099848,0.38449270280627085,0.029384994193479327,4.256471785180129,49.636172663586095,414.45795409349785
